,링크 ID,시작노드 ID,종료노드 ID,시군구명,읍면동명,geometry_wkt,link_len_m,flower_score,maple_score,shelter_score,streetfood_score,tour_score,wind_score
1992,234744,148121.0,127890.0,종로구,체부동,"LINESTRING (197372.232141 553179.12225, 197376.118424 553162.664599)",16.910277498112322,0.0,0.0,0.0,0,0.190849188986589,0.88
1993,234741,137817.0,78478.0,종로구,연지동,"LINESTRING (200019.866241 552923.905831, 200031.978667 552834.247551)",90.47274736770956,0.0,0.7655184846608184,0.0,0,0.0940983612638367,0.88
1994,238832,134247.0,134246.0,종로구,익선동,"LINESTRING (199045.262092 552789.286225, 199044.478502 552804.958025)",15.691377540174932,0.0,0.0,0.0,0,0.1521164873411539,0.88
1995,166327,86873.0,133570.0,종로구,청진동,"LINESTRING (198333.509569 552499.908915, 198331.942321 552495.729586, 198326.456952 552491.811466)",11.204514339860893,0.0,0.7470599581903399,0.4449478426074988,0,0.2090106973498047,0.88
1996,166328,192854.0,192856.0,종로구,충신동,"LINESTRING (200514.336263 552699.20059, 200511.966441 552706.046743)",7.244713681501972,0.0,0.0139462290974867,0.0,0,0.1518938587828383,0.88
1997,197872,145504.0,141927.0,종로구,충신동,"LINESTRING (200549.093658 552781.617746, 200566.472355 552793.466858, 200566.735669 552800.049698, 200573.318509 552803.736088)",35.16665037573753,0.0,0.0,0.0,0,0.1298639779837503,0.88
1998,234740,137709.0,137707.0,종로구,연건동,"LINESTRING (200181.54079 553106.645468, 200180.750849 553144.825939)",38.18864256940381,0.0,0.1263976281214084,0.0,0,0.1883704012778281,0.88
1999,111035,135537.0,135566.0,종로구,돈의동,"LINESTRING (199205.898042 552604.620182, 199177.427605 552595.478298)",29.90217043581527,0.0,0.2576921871425773,0.0,0,0.8940118322780257,0.88
2000,158866,128331.0,128293.0,종로구,신영동,"LINESTRING (196536.949687 556172.631951, 196510.307627 556243.677444)",75.87662021799447,0.0,0.25,0.0,0,0.0,0.84
2001,197799,152454.0,152452.0,종로구,창신동,"LINESTRING (200796.747774 552932.221765, 200807.161774 552933.999765)",10.564690258482502,0.0,0.0,0.0,0,0.1740370998607396,0.88
2002,237722,128198.0,128619.0,종로구,구기동,"LINESTRING (196576.912777 557316.150959, 196579.002351 557322.158482, 196590.756201 557335.218316, 196606.166804 557362.905162)",55.61748251316001,0.0,0.0,0.0,0,0.0,0.88
2003,238385,145486.0,145487.0,종로구,효제동,"LINESTRING (200376.359938 552651.014201, 200355.558164 552650.487574)",20.80843930465019,0.0,1.0,0.0,0,0.132097540519043,0.88
2004,197781,136660.0,136656.0,종로구,인의동,"LINESTRING (199789.852165 552753.779803, 199813.098669 552754.82459, 199817.016619 552751.429033, 199822.240552 552720.869023)",59.45786085842197,0.0,0.0,0.0,0,0.142141648589735,0.88
2005,197778,127940.0,133763.0,종로구,삼청동,"LINESTRING (198551.366711 554141.676308, 198550.600412 554127.882914)",13.814664074542732,0.0,0.1081653946737276,0.0,0,0.7678833064370496,0.88
2006,253812,147301.0,129321.0,종로구,청운동,"LINESTRING (197404.816425 553867.669314, 197387.577445 553863.490167)",17.73831161350197,0.0,0.0821297039564857,0.0,0,0.201627645062772,0.88
2007,165223,153075.0,153179.0,종로구,종로6가,"LINESTRING (200722.071774 552502.961765, 200744.677774 552472.227765)",38.1524572605192,0.0,0.1451122972384812,0.4440592249491643,0,0.2566110890168818,0.88
2008,14637,150148.0,155542.0,종로구,창신동,"LINESTRING (201021.346595 553084.033413, 201031.089198 553075.607377, 201051.101032 553062.968325, 201055.577363 553061.651757, 201066.622774 553062.904765)",52.33198694941973,0.0,0.0,0.0,0,0.2174926575833448,0.88
2009,254372,137286.0,74639.0,종로구,명륜4가,"LINESTRING (200140.200555 553721.746032, 200142.570377 553707.527097)",14.415066762210746,0.0,1.0,0.5455467144316345,0,0.1921135013771183,0.88
2010,254375,137972.0,142629.0,종로구,연지동,"LINESTRING (200197.866233 552659.144009, 200203.132505 552659.144009, 200205.502327 552657.300814, 200261.851437 552662.040458, 200271.297812 552662.6)",74.27953086987085,0.0,0.25,0.1672004676142213,0,0.1230906505845531,0.88
2011,4699,133699.0,133698.0,종로구,관훈동,"LINESTRING (198620.315993 552759.549702, 198611.434919 552751.974669, 198578.522707 552738.914268, 198580.612371 552733.951315)",52.46662217437615,0.0,1.0,0.4764232696305677,0,0.9847633855018084,0.88
2012,117319,129224.0,129225.0,종로구,부암동,"LINESTRING (197322.172167 555118.181007, 197301.276434 555109.822713, 197298.664467 555093.106127)",39.424809648311786,0.0,0.0,0.0,0,0.0654986137241219,0.88
2013,117320,133898.0,133987.0,종로구,원서동,"LINESTRING (198955.018643 553725.088583, 198953.190267 553721.693027, 198953.190267 553708.371997)",17.177552585391,0.0,0.0,0.0,0,0.1947479675681951,0.88
2014,214077,136915.0,136939.0,종로구,혜화동,"LINESTRING (200006.437248 554310.515236, 200034.611802 554318.15133)",29.1910171513542,0.0,0.8509813171498182,0.0,0,0.0265292662607165,0.88
2015,4187,129404.0,129401.0,종로구,신교동,"LINESTRING (197115.998211 553779.090994, 197117.042997 553791.367238, 197121.744537 553799.464334)",21.68371206470851,0.0,0.2131337218669736,0.0,0,0.1553220477275129,0.88
2016,199333,128664.0,128663.0,종로구,평창동,"LINESTRING (196966.16111 556560.835497, 196964.855127 556570.238577, 196950.228114 556583.037214)",28.92925068095405,0.0,0.0,0.0,0,0.0,0.88
2017,234721,129004.0,129005.0,종로구,사직동,"LINESTRING (196952.317687 552961.088333, 196955.713244 552954.036023, 196962.504357 552932.879093, 196966.422307 552915.640113, 196970.601454 552904.931049)",59.22155238712384,0.2787653007788564,0.0945906171731463,0.0,0,0.1110716548356238,0.88
2018,199328,148094.0,195504.0,종로구,통의동,"LINESTRING (197482.848929 553185.39097, 197497.193775 553179.523192, 197501.025273 553179.267759)",19.338565074627983,0.0,0.75,0.0,0,0.1818429387848132,0.88
2019,4702,159585.0,159584.0,종로구,창신동,"LINESTRING (201266.139775 552723.306765, 201264.107775 552745.404765)",22.19122864935981,0.0,0.676770385240123,0.0641821212725867,0,0.2364082940503759,0.88
2020,249297,137419.0,137417.0,종로구,동숭동,"LINESTRING (200207.87215 553401.820011, 200251.318893 553404.71646)",43.543184873217896,0.0,0.0,0.0,0,0.987756627550187,0.88
2021,167482,147561.0,129401.0,종로구,신교동,"LINESTRING (197182.342164 553841.255801, 197166.409167 553840.211014, 197150.737367 553834.987081, 197140.550697 553827.934771, 197131.147617 553818.792888, 197123.311717 553804.688268, 197121.744537 553799.464334)",79.5800108308996,0.0,0.6025348874678944,0.0,0,0.1503307645248854,0.88
2022,128564,127926.0,72986.0,종로구,수송동,"LINESTRING (198271.080848 552540.918576, 198341.868226 552520.544349)",73.6611292884079,0.0,0.8845593068090458,0.3211497044569387,0,0.2172422430108826,0.88
2023,247394,129322.0,129324.0,종로구,궁정동,"LINESTRING (197391.234198 553831.624174, 197392.540182 553824.049471, 197402.465655 553821.959897)",17.829507445519827,0.0289862056193828,0.5718944686593237,0.0,0,0.2078494640842904,0.88
2024,190905,133993.0,134031.0,종로구,원서동,"LINESTRING (198983.358482 553650.647533, 198991.455578 553625.311457)",26.598491624523813,0.0,0.0,0.0,0,0.2059704952157702,0.88
2025,166385,136630.0,168925.0,종로구,인의동,"LINESTRING (199776.269939 552627.621813, 199776.269939 552632.062156)",4.440343337715603,0.0,0.1244607283970548,0.0,0,0.1721030174460333,0.88
2026,128558,137302.0,74674.0,종로구,동숭동,"LINESTRING (200179.434281 553671.979762, 200184.963867 553673.033016, 200201.815937 553676.192779)",22.77474104681485,0.0,0.94698881762444,0.2512526465052364,0,0.2091057465465162,0.88
2027,235579,136083.0,136036.0,종로구,명륜1가,"LINESTRING (199711.362567 554276.360474, 199711.362567 554281.584407, 199734.870267 554358.898621, 199737.726344 554370.161331, 199740.355397 554376.659994)",104.66248197478104,0.0,0.6686132444085953,0.0,0,0.0594741057276725,0.88
2028,247413,128938.0,195565.0,종로구,옥인동,"LINESTRING (197089.445937 553493.015345, 197095.356902 553499.697913)",8.921671534754433,0.0,0.0,0.0,0,0.9054945046161298,0.88
2029,195927,149795.0,149800.0,종로구,이화동,"LINESTRING (200733.018206 553134.589623, 200731.175011 553112.207967, 200732.491579 553105.0985, 200750.660217 553075.08075, 200750.92353 553062.705011)",77.15426493163399,0.0,0.0,0.0,0,0.850816839607554,0.88
2030,195922,128885.0,128893.0,종로구,옥인동,"LINESTRING (197046.740282 553814.026049, 197021.926599 553797.831855, 197007.038389 553804.100575, 196958.717005 553811.675279, 196953.493072 553815.593229, 196946.963155 553828.391865, 196935.731698 553825.518702)",127.187405423772,0.0,0.0,0.0,0,0.1288413679142429,0.88
2031,247414,128237.0,128239.0,종로구,평창동,"LINESTRING (196605.905607 556444.798878, 196664.152464 556389.947578)",80.00850852529076,0.0,0.0,0.0,0,0.0,0.88
2032,67382,127834.0,127835.0,종로구,신문로2가,"LINESTRING (197459.389657 552272.32015, 197454.835587 552269.113063)",5.570005572075633,0.0,0.0197235314109182,0.0,0,0.9134000900835452,0.88
2033,254884,133486.0,133489.0,종로구,안국동,"LINESTRING (198525.611323 553224.766368, 198530.312863 553213.796108, 198533.70842 553210.922945)",16.383306266547645,0.0,0.0,0.0,0,0.901684355521595,0.88
2034,6821,159537.0,159534.0,종로구,창신동,"LINESTRING (201377.772775 552824.779765, 201373.200775 552824.525765)",4.57905012563751,0.0,1.0,0.0,0,0.2093596345973503,0.88
2035,160922,147945.0,134296.0,종로구,누상동,"LINESTRING (197118.740776 553408.061129, 197116.662122 553399.195769, 197116.651202 553383.247446)",25.054117013437462,0.0,0.0,0.0,0,0.2119557153630376,0.88
2036,195271,135611.0,135612.0,종로구,묘동,"LINESTRING (199297.316875 552427.65944, 199311.421495 552431.316193, 199312.988675 552433.666963)",17.396209061222393,0.0,1.0,0.7569804497825545,0,0.1774371143138382,0.88
2037,118691,143783.0,129004.0,종로구,사직동,"LINESTRING (196926.19802 553047.544429, 196922.018873 553042.320496, 196920.451693 553034.223399, 196922.802463 553026.126303, 196930.638363 553017.506813, 196953.884867 552971.013806, 196952.317687 552961.088333)",97.04679958848352,0.0362410819836696,0.0,0.0,0,0.0981663601547832,0.88
2038,25726,193094.0,147344.0,종로구,종로6가,"LINESTRING (200620.188329 552513.30119, 200634.933891 552508.034918, 200649.416139 552503.558587, 200646.783003 552491.709475, 200640.990103 552477.753854, 200637.303713 552472.224269, 200635.987145 552469.327819)",67.8917039233385,0.0,0.75,0.3866702315711422,0,0.949053810186676,0.88
2039,141239,86877.0,86879.0,종로구,관철동,"LINESTRING (198520.648586 552281.06281, 198526.133716 552286.54794, 198584.64177 552285.241957)",66.27977252823378,0.0,0.088981314480945,0.3714850776160764,0,0.8484767703199904,0.88
2040,233524,133018.0,157308.0,종로구,세종로,"LINESTRING (198074.132884 552836.301625, 198085.625537 552824.025382, 198060.550657 552797.122125)",53.59310338702579,0.0,0.0,0.0,0,0.2665175650677253,0.88
2041,165836,127992.0,127993.0,종로구,구기동,"LINESTRING (196123.018269 557009.930516, 196139.473659 556952.728446, 196145.219986 556922.168436, 196146.787166 556906.23544)",106.62735658225488,0.9493348108174418,0.0,0.0,0,0.0,0.84
2042,133514,137356.0,137376.0,종로구,명륜4가,"LINESTRING (200001.697603 553611.417634, 200016.179851 553594.565564, 200022.499377 553585.086274)",33.61267405799987,0.0,0.0,0.3226637634937975,0,0.2014080869511489,0.88
2043,197037,148666.0,148667.0,종로구,창신동,"LINESTRING (200740.6543 553319.962396, 200743.287436 553317.855887, 200751.450158 553313.379556, 200762.246015 553309.956479, 200762.772642 553304.690207)",29.299684752255377,0.0,0.0,0.0,0,0.2072215570099099,0.88
2044,233531,128119.0,128118.0,종로구,홍지동,"LINESTRING (195977.792923 555992.047105, 195970.479416 555987.084369, 195967.345056 555982.382829, 195966.300269 555973.502142, 195958.725566 555948.949655, 195948.538896 555946.337689, 195937.829832 555947.904869, 195920.852049 555945.815295)",87.57041032988951,0.0,0.0,0.0,0,0.0,0.8
2045,197036,129082.0,129081.0,종로구,사직동,"LINESTRING (196841.815777 552642.006086, 196853.831347 552650.103535)",14.489395998885286,0.0,1.0,0.0,0,0.214489283446402,0.88
2046,204512,193120.0,134869.0,종로구,종로2가,"LINESTRING (198733.132075 552308.945555, 198712.758735 552308.945555)",20.37334001919953,0.0,0.0,0.7932830517836215,0,0.2040571917000715,0.88
2047,116673,141921.0,141922.0,종로구,충신동,"LINESTRING (200475.365851 552798.469816, 200450.351059 552790.043781, 200419.543368 552787.410645)",57.31580607774224,0.0,0.0,0.0,0,0.1123230616748797,0.88
2048,20559,156444.0,132990.0,종로구,세종로,"LINESTRING (197952.937631 552907.869512, 197984.803624 552908.914298, 197999.430637 552910.481479)",46.59384626299882,0.0,0.8275829839233382,0.0,0,0.9219036503084318,0.88
2049,130273,130851.0,130543.0,종로구,창성동,"LINESTRING (197666.404887 553583.977084, 197622.001454 553581.365118)",44.48018958725456,0.0,0.0339407829458932,0.0,0,0.2406103573973471,0.88
2050,196459,129207.0,146117.0,종로구,평창동,"LINESTRING (197245.641544 555826.807564, 197244.596757 555812.964141, 197260.00736 555787.105671)",43.98507172438116,0.0,0.0,0.0,0,0.0241290643796545,0.88
2051,196458,137208.0,137209.0,종로구,명륜2가,"LINESTRING (199890.579265 553738.071475, 199900.848495 553748.867332)",14.89992047418401,0.0,0.0,0.8342187400643003,0,0.2288260506514441,0.88
2052,196455,167288.0,148148.0,종로구,종로5가,"LINESTRING (200595.98336 552260.459565, 200594.25194 552318.580785)",58.14700272413885,0.0,0.7219169350229342,0.3528475232283843,0,0.2948043237252756,0.88
2053,196453,137738.0,137742.0,종로구,연건동,"LINESTRING (199980.632515 553058.195766, 199966.940208 553064.251978, 199962.990504 553065.305233, 199951.668019 553060.828902, 199950.351451 553055.299316, 199959.830741 553027.388075)",66.39600122465991,0.0,0.125,0.0,0,0.1280552487804417,0.88
2054,195887,128872.0,128894.0,종로구,옥인동,"LINESTRING (196905.955278 553718.428068, 196909.089638 553732.532689, 196906.477672 553762.309109, 196914.835965 553769.100222)",55.1088606077053,0.0,0.0,0.0,0,0.1104765103955823,0.88
2055,254387,165541.0,134453.0,종로구,익선동,"LINESTRING (199073.581908 552593.482914, 199072.728311 552672.567426, 199071.422271 552688.762325)",95.33659480061364,0.0,0.5021803752565814,0.0,0,0.9185908245992522,0.88
2056,254947,129466.0,132695.0,종로구,통인동,"LINESTRING (197357.996923 553410.934292, 197358.519316 553387.165396)",23.77463658429709,0.2129030704133826,1.0,0.3550945387805305,0,0.9777406433976614,0.88
2057,166420,87312.0,87313.0,종로구,숭인동,"LINESTRING (201678.811346 552407.468275, 201670.637482 552401.593311)",10.066143598560386,0.0,0.0729494079393327,0.1446552231565542,0,0.2049176668071577,0.94
2058,236431,135550.0,135549.0,종로구,봉익동,"LINESTRING (199362.877239 552630.739848, 199351.906979 552649.807205, 199340.414325 552670.964135)",46.07486310347074,0.0,0.9916291173714742,0.0,0,0.82998457950307,0.88
